"SampleRowID","MethodCode","StationCode","SampleDate","SampleTime","QADone","GearID","WaterTemperature","Salinity","DO","PctSaturation","Secchi","SpecificConductance","TideCode","UserName","SeineDirectionCode","SeineLength","SeineWidth","SeineDepth","SeineComments","TowDuration","TrawlComments","StartMeter","EndMeter","TotalMeter","SledComments"
"{5B76EACA-B4C0-4683-A655-F7850900E27B}","OTR","SU4",4/25/2019 0:00:00,12/30/1899 7:40:00,0,,20.60,0.30,8.10,90.00,31.00,602,"high","taorear",,20.00,10.00,,,10.00,,,,,
"{5C92EBBF-65FC-4602-ADC5-6E56C53673C8}","BSEIN","SU1",11/11/2019 0:00:00,12/30/1899 8:12:00,0,,13.90,4.70,5.30,53.00,35.00,8326,"incoming","taorear","P",20.00,10.00,0.45,,,,,,,
"{5CAE95E7-DEBC-45B7-93DA-916A4BF18FE5}","OTR","DV3",4/24/2019 0:00:00,12/30/1899 9:05:00,0,,21.90,0.90,5.80,66.00,24.00,1718,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{5CF3594F-96F3-4BCC-9B09-7C2F8C95FFED}","OTR","SU4",9/16/2019 0:00:00,12/30/1899 13:22:00,0,,21.90,4.40,8.30,98.00,19.00,7970,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{5E55EB06-F322-4E4B-92F7-F5A7508742F7}","OTR","PT1",1/25/2019 0:00:00,12/30/1899 12:20:00,0,,10.60,1.10,7.70,69.00,44.00,2056,"low","taorear",,20.00,10.00,,,5.00,,,,,
"{5FE5E468-06DB-4715-890D-6C1DF795A724}","BSEIN","MZ6",6/18/2019 0:00:00,12/30/1899 14:55:00,0,,23.60,0.30,7.30,86.00,21.00,666,"incoming","taorear","P",20.00,10.00,0.82,,,,,,,
"{61EF094A-6220-4CC7-93EF-3314E187DFA1}","OTR","CO1",11/14/2019 0:00:00,12/30/1899 12:52:00,0,,14.60,4.70,7.60,77.00,30.00,8385,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{63095B39-6B9F-43EF-8B14-AF9FCCF4D9E9}","OTR","CO1",4/22/2019 0:00:00,12/30/1899 7:45:00,0,,17.90,0.50,6.90,73.00,26.00,949,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{632B3BD1-69AA-4734-8EEC-B15B7550614B}","BSEIN","DV2",10/16/2019 0:00:00,12/30/1899 11:44:00,0,,16.30,4.40,5.40,56.00,42.00,7846,"incoming","taorear","P",20.00,10.00,0.95,,,,,,,
"{63A39105-003F-4B9A-9F34-09863F0D4E33}","OTR","GY1",2/21/2019 0:00:00,12/30/1899 8:15:00,0,,8.80,5.20,5.80,53.00,36.00,9200,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{645C6362-FB36-4ABE-ADB7-993FF0FF04FD}","OTR","NS3",11/12/2019 0:00:00,12/30/1899 14:44:00,0,,15.00,4.50,7.00,71.00,40.00,8000,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{64AE10BB-B4F5-48B8-A0A1-F87C7031A736}","OTR","PT1",7/15/2019 0:00:00,12/30/1899 7:41:00,0,,20.60,1.20,4.60,54.00,23.00,2313,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{651B45CA-1180-430A-9C9F-B0E47FAD18A5}","BSEIN","SU1",9/17/2019 0:00:00,12/30/1899 11:45:00,0,,23.10,3.90,7.40,86.00,39.00,7013,"incoming","taorear","P",20.00,10.00,0.36,,,,,,,
"{66A1A50C-A144-41A4-8297-2833AB14BC38}","OTR","PT2",3/20/2019 0:00:00,12/30/1899 7:50:00,0,,14.80,0.80,6.70,68.00,24.00,1528,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{66EB2A87-9FF1-4A5C-B9E4-E16E1BB7368D}","OTR","SU4",7/18/2019 0:00:00,12/30/1899 14:31:00,0,,23.60,4.50,7.40,91.00,18.00,8114,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{679D0D55-C24E-4DC5-B415-4A2E9D9EC448}","BSEIN","DV2",7/16/2019 0:00:00,12/30/1899 9:05:00,0,,23.10,1.10,5.90,71.00,19.00,2499,"outgoing","taorear","P",20.00,10.00,0.77,,,,,,,
"{67C8B3D2-ACF9-44E2-85E3-C7012D4A1368}","OTR","SB1",1/25/2019 0:00:00,12/30/1899 8:00:00,0,,9.90,1.60,6.30,56.00,21.00,2998,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{67CE64D6-90F3-4100-9994-6E0039801021}","BSEIN","MZ6",7/17/2019 0:00:00,12/30/1899 14:11:00,0,,22.70,1.20,6.40,77.00,19.00,2423,"incoming","taorear","P",20.00,10.00,1.10,,,,,,,
"{6861EFB3-4561-4CA6-9C34-BE3DF79D535D}","OTR","CO1",9/19/2019 0:00:00,12/30/1899 8:20:00,0,,20.60,3.80,6.50,74.00,35.00,6866,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{68809DC0-3847-41EB-96CB-9615BAF54133}","BSEIN","DV2",3/19/2019 0:00:00,12/30/1899 9:40:00,0,,15.90,1.40,4.30,44.00,24.00,2600,"incoming","taorear","P",20.00,10.00,1.05,,,,,,,
"{68BE1EEB-5CA0-451D-9778-265B3073D760}","OTR","DV3",8/20/2019 0:00:00,12/30/1899 9:51:00,0,,21.90,2.90,6.50,75.00,28.00,5359,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{68E7C2ED-5F03-43C8-9A68-23E862AC1CE6}","OTR","BY1",8/21/2019 0:00:00,12/30/1899 8:50:00,0,,22.70,1.10,5.60,65.00,34.00,2213,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{69D78E25-D86A-4557-B424-52A10AB36796}","OTR","BY3",10/15/2019 0:00:00,12/30/1899 13:05:00,0,,16.40,4.50,6.60,70.00,32.00,8009,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{6E82432F-19F9-46B8-839C-92B3D2BB5C96}","OTR","MZ1",9/19/2019 0:00:00,12/30/1899 12:01:00,0,,20.80,0.40,8.10,90.00,46.00,896,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{6F275D25-1B9D-40CE-8B47-D0FA8A0F9567}","OTR","SU3",6/20/2019 0:00:00,12/30/1899 14:55:00,0,,23.90,0.50,7.20,85.00,12.00,1054,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{700C7E74-DC44-4D7A-86E3-09FA9EA1B265}","OTR","MZ1",11/14/2019 0:00:00,12/30/1899 10:05:00,0,,14.70,3.10,9.10,90.00,45.00,5787,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{72C4B8BC-D71D-40B1-A0F5-D4B78BFEEAF7}","BSEIN","BY1",2/4/2006 0:00:00,12/30/1899 13:21:00,0,,21.00,22.00,2222.00,222.00,22.00,22,,"Suisun","P",20.00,10.00,1.00,"fake entry",,,,,,
"{73E29F96-DBC7-42F3-8834-2E308CA76C99}","OTR","NS2",7/16/2019 0:00:00,12/30/1899 13:28:00,0,,22.30,1.10,7.00,84.00,16.00,2135,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{75BAC155-4E40-483E-9503-1AE053C83AEE}","OTR","PT2",9/17/2019 0:00:00,12/30/1899 16:30:00,0,,21.60,3.80,6.70,78.00,34.00,6988,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{760B8A27-3757-46BF-8AF8-B2E76381B507}","OTR","BY1",4/23/2019 0:00:00,12/30/1899 8:30:00,0,,21.30,0.80,5.10,58.00,38.00,1603,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{76117F59-6704-4FE0-818D-3F1B9E060B73}","OTR","DV2",4/24/2019 0:00:00,12/30/1899 8:30:00,0,,22.10,1.00,5.30,62.00,31.00,1998,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{7617EB2A-C8F2-4BB0-89F0-09ECCDA6017C}","OTR","MZ6",9/19/2019 0:00:00,12/30/1899 8:58:00,0,,21.20,4.00,6.90,80.00,48.00,7209,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{76EC50C3-AFB1-43C4-BE30-A83FC56BE6A5}","BSEIN","DV2",3/19/2019 0:00:00,12/30/1899 9:23:00,0,,15.90,1.40,4.30,44.00,24.00,2600,"incoming","taorear","P",20.00,10.00,1.00,,,,,,,
"{78F69130-CF5B-46CE-AAF7-ABB7A325878F}","OTR","SU2",11/14/2019 0:00:00,12/30/1899 12:15:00,0,,14.90,5.40,6.80,69.00,37.00,9550,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{7A4613A5-45A1-420B-967C-8DC9A177E3E6}","OTR","SB1",4/23/2019 0:00:00,12/30/1899 7:20:00,0,,20.20,1.20,5.60,62.00,24.00,2340,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{7AA9EDE2-814A-4B2E-992F-E5C9DBC87E1A}","OTR","DV1",11/12/2019 0:00:00,12/30/1899 10:48:00,0,,14.40,4.70,7.10,71.00,36.00,8344,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{7BCB335C-2EE1-4093-AB5E-1C5BD2F4ED98}","OTR","SU4",8/19/2019 0:00:00,12/30/1899 12:31:00,0,,23.10,5.10,7.40,89.00,43.00,9136,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{7D7466C8-4C1E-43CA-B596-F99472D1D3BE}","OTR","DV1",9/18/2019 0:00:00,12/30/1899 8:08:00,0,,20.10,3.60,6.90,77.00,29.00,6538,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{7E4E0BB5-03E5-4616-9A30-9593D620B8DF}","BSEIN","MZ6",4/22/2019 0:00:00,12/30/1899 15:13:00,0,,18.20,0.30,9.00,95.00,34.00,594,"incoming","taorear","P",20.00,10.00,0.99,,,,,,,
"{7ED25E5F-C36A-4A4E-8948-4C41C4F762BE}","OTR","NS2",9/18/2019 0:00:00,12/30/1899 13:34:00,0,,21.20,3.60,7.80,90.00,36.00,6591,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{7F41914C-CA70-482A-B569-3FE10EF66184}","OTR","NS1",8/20/2019 0:00:00,12/30/1899 10:52:00,0,,21.70,3.00,6.60,76.00,28.00,5568,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{82C3D85A-392D-427E-953B-463BBBCA9994}","OTR","CO2",4/22/2019 0:00:00,12/30/1899 7:20:00,0,,18.00,0.50,6.80,72.00,23.00,1101,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{8303AAA8-A1D9-45E7-A393-9291F6519C68}","OTR","MZ1",10/18/2019 0:00:00,12/30/1899 14:53:00,0,,16.90,0.50,9.20,95.00,62.00,924,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{83C63C59-1497-482C-8C86-6FC8B44BB1DD}","BSEIN","SU1",1/25/2019 0:00:00,12/30/1899 13:45:00,0,,11.20,1.30,6.40,58.00,22.00,2582,"incoming","taorear","P",20.00,10.00,0.65,,,,,,,
"{83C71E75-33E2-4B05-A2DB-5A945829680D}","BSEIN","MZ6",7/17/2019 0:00:00,12/30/1899 13:40:00,0,,22.70,1.20,6.40,77.00,19.00,2423,"incoming","taorear","P",20.00,10.00,1.00,,,,,,,
"{873EC40D-F371-4D5F-BAE5-A353382A4A73}","BSEIN","MZ6",9/19/2019 0:00:00,12/30/1899 14:07:00,0,,22.00,3.60,7.70,90.00,46.00,6633,"incoming","taorear","P",20.00,10.00,1.08,,,,,,,
"{8751ECBC-299F-474F-BD1F-A267E693D601}","OTR","CO2",3/18/2019 0:00:00,12/30/1899 12:30:00,0,,14.00,0.40,8.40,81.00,21.00,767,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{893C1A3E-C9DD-42BF-9013-755C6D0FC6CC}","OTR","BY3",2/20/2019 0:00:00,12/30/1899 12:20:00,0,,10.40,0.70,8.40,75.00,21.00,1403,"incoming","taorear",,20.00,10.00,,,5.33,,,,,
"{8987575C-1998-4194-A977-486AC6917990}","OTR","SU3",3/21/2019 0:00:00,12/30/1899 12:55:00,0,,14.30,0.50,8.20,80.00,16.00,932,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{8AFFAC00-AC52-4F57-8A7F-F47BE02DD597}","OTR","SU2",1/23/2019 0:00:00,12/30/1899 8:40:00,0,,11.40,1.40,6.40,58.00,21.00,2737,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{9032CA72-1264-4679-BA6B-7E95237C2B50}","OTR","GY3",3/21/2019 0:00:00,12/30/1899 11:39:00,0,,14.90,0.90,6.70,66.00,17.00,1775,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{9065E9C3-EB5B-469D-93B3-170E1BE49F9E}","OTR","SU2",4/22/2019 0:00:00,12/30/1899 8:15:00,0,,19.20,1.00,6.20,67.00,20.00,2045,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{9192ACA3-EE05-4418-A725-65EFD12141BC}","OTR","SU1",8/21/2019 0:00:00,12/30/1899 12:00:00,0,,22.10,3.00,6.60,77.00,33.00,5470,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{91999E76-C02C-4939-B69E-66FC49FE8D62}","OTR","SU3",9/16/2019 0:00:00,12/30/1899 12:34:00,0,,22.00,3.90,8.10,94.00,33.00,7150,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{91EEFC08-E7D6-4D66-83EB-42B094BFFEFC}","OTR","BY1",11/2/2006 0:00:00,12/30/1899 10:20:00,0,,2.00,2.00,2.00,2.00,2.00,2,,"lcook",,20.00,10.00,,,5.00,"tests",,,,
"{94224555-7B42-4005-80E8-34982763CD36}","OTR","BY1",1/25/2019 0:00:00,12/30/1899 9:45:00,0,,12.20,1.10,6.40,60.00,33.00,2078,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{945E3172-BD63-47D4-B9CE-4A02741D4EFB}","OTR","SU3",7/18/2019 0:00:00,12/30/1899 15:30:00,0,,23.90,4.30,7.40,92.00,25.00,7845,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{951C4BF4-12A5-43EF-8CB1-9BC2A9FC665E}","OTR","MZ1",4/22/2019 0:00:00,12/30/1899 13:25:00,0,,17.10,0.10,9.80,101.00,42.00,179,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{95AAAC30-44AB-4E33-8AC8-BF1D7BC5BBD3}","OTR","SU3",8/19/2019 0:00:00,12/30/1899 13:23:00,0,,23.20,5.10,7.20,86.00,43.00,9095,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{95FE89F0-A2AC-4C9C-AD88-A26380C3347A}","OTR","PT2",2/20/2019 0:00:00,12/30/1899 7:29:00,0,,9.50,0.70,8.30,74.00,37.00,1438,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{9704ACA6-30CA-4B8D-BE70-1B24E30D0A86}","OTR","GY3",8/19/2019 0:00:00,12/30/1899 11:21:00,0,,22.10,5.00,7.40,82.00,27.00,8943,"low","taorear",,20.00,10.00,,,5.00,,,,,
"{9706AC8B-17A2-43D7-8EA8-AC2CEB58E314}","BSEIN","DV2",8/20/2019 0:00:00,12/30/1899 14:55:00,0,,23.30,2.80,7.30,87.00,24.00,5172,"incoming","taorear","P",20.00,10.00,1.10,,,,,,,
"{97F88F57-26A9-489D-B87E-CA0AE9D66423}","OTR","SU2",3/18/2019 0:00:00,12/30/1899 11:55:00,0,,14.40,0.80,7.40,72.00,17.00,1634,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{988D4E85-868B-437D-B3FD-26A8494DCA0C}","OTR","MZ2",6/18/2019 0:00:00,12/30/1899 13:00:00,0,,21.80,0.10,8.80,101.00,38.00,164,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{99358597-23CD-40FD-A247-A5F1D5336687}","BSEIN","SU1",8/21/2019 0:00:00,12/30/1899 14:16:00,0,,22.30,2.90,6.50,76.00,36.00,5413,"incoming","taorear","P",20.00,10.00,0.58,,,,,,,
"{99B54736-640E-4150-8234-9C1E2872F089}","OTR","SB2",1/25/2019 0:00:00,12/30/1899 7:30:00,0,,9.60,1.20,7.10,62.00,21.00,2277,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{9ACF2E16-4C2D-422B-B899-8F61EB5AECE2}","OTR","SB2",6/19/2019 0:00:00,12/30/1899 8:12:00,0,,20.90,0.90,4.60,52.00,20.00,1795,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{9BD96ABA-09C0-47FA-A907-D0724F0502D6}","OTR","BY3",8/21/2019 0:00:00,12/30/1899 11:10:00,0,,23.00,1.20,5.80,68.00,34.00,2369,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{9DC5BFF4-4538-4A0A-88A4-89165FA58BE3}","OTR","GY2",8/19/2019 0:00:00,12/30/1899 9:22:00,0,,20.70,5.80,5.40,62.00,27.00,10239,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{9E4153CF-D347-4F22-85D6-A65216392C8F}","OTR","CO1",7/17/2019 0:00:00,12/30/1899 8:28:00,0,,20.90,1.40,5.50,64.00,21.00,2736,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{9EC2870F-F6B8-4724-B2F1-86D0C423401E}","OTR","NS3",3/19/2019 0:00:00,12/30/1899 12:50:00,0,,14.30,0.40,8.00,78.00,29.00,769,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{9EE9B65F-C446-4A82-B7F0-6C3B25AAB290}","BSEIN","SU1",8/21/2019 0:00:00,12/30/1899 13:36:00,0,,22.30,2.90,6.50,76.00,36.00,5413,"incoming","taorear","P",20.00,10.00,0.39,,,,,,,
"{A0D03106-6200-4D5C-8295-6508A5CF5472}","OTR","MZ6",9/19/2019 0:00:00,12/30/1899 15:25:00,0,,22.00,3.60,7.70,90.00,46.00,6633,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{A0DF335C-94A4-40D1-9330-1F90F05831D1}","BSEIN","MZ6",6/18/2019 0:00:00,12/30/1899 14:25:00,0,,23.60,0.30,7.30,86.00,21.00,666,"incoming","taorear","P",20.00,10.00,0.70,,,,,,,
"{A129CCD7-2BFE-48B3-A3BA-20FF6AC56A40}","BSEIN","DV2",6/17/2019 0:00:00,12/30/1899 8:15:00,0,,21.40,1.10,5.00,57.00,27.00,2177,"outgoing","taorear","P",20.00,10.00,0.84,,,,,,,
"{A27A126D-383C-4188-AE5D-81B6AC69E931}","BSEIN","MZ6",9/19/2019 0:00:00,12/30/1899 14:25:00,0,,22.00,3.60,7.70,40.00,46.00,6633,"incoming","taorear","P",20.00,10.00,1.13,,,,,,,
"{A3E7992A-64F9-4D6C-8C49-FCACF7CC98F5}","OTR","DV3",7/16/2019 0:00:00,12/30/1899 11:50:00,0,,23.10,1.00,6.30,76.00,13.00,1985,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{A4DE41A8-43BE-46D0-AB12-2388A283CF5F}","BSEIN","SU1",10/15/2019 0:00:00,12/30/1899 11:25:00,0,,17.30,4.40,7.70,80.00,30.00,7952,"incoming","taorear","J",20.00,10.00,0.50,,,,,,,
"{A5BDD67F-6541-4509-AD40-3A6557D319B7}","OTR","SU4",1/24/2019 0:00:00,12/30/1899 8:30:00,0,,10.60,1.50,8.40,76.00,22.00,2962,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{A6732286-FFE2-4968-A358-82AF95047378}","OTR","NS1",3/19/2019 0:00:00,12/30/1899 11:44:00,0,,14.40,0.40,7.60,75.00,24.00,830,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{A83C9C88-F3DA-431C-8443-BEDA173EE2B5}","BSEIN","MZ6",3/18/2019 0:00:00,12/30/1899 8:23:00,0,,12.80,0.30,9.10,86.00,28.00,630,"incoming","taorear","P",20.00,10.00,1.02,,,,,,,
"{A83FCE45-44B7-4FD8-9CB3-B580B2981838}","OTR","SU2",7/17/2019 0:00:00,12/30/1899 9:30:00,0,,21.50,1.30,6.50,76.00,20.00,2520,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{A85C1A09-AA81-41A3-8C3D-0D9FD40CCE11}","OTR","DV3",9/18/2019 0:00:00,12/30/1899 9:40:00,0,,20.70,3.60,6.70,76.00,43.00,6497,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{A8F5EE37-58E2-4DEA-B808-B9EA1E550539}","OTR","NS2",2/19/2019 0:00:00,12/30/1899 12:42:00,0,,9.50,0.20,9.50,83.00,20.00,506,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{A934DB02-BA27-4440-A381-831DCBE3D92D}","OTR","MZ6",1/23/2019 0:00:00,12/30/1899 11:40:00,0,,10.80,0.10,8.80,79.00,16.00,299,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{A973352F-753F-4ECD-8C4D-858F4AE0817D}","OTR","DV1",3/19/2019 0:00:00,12/30/1899 10:35:00,0,,15.80,1.50,4.00,40.00,29.00,2822,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{AA9BA2C6-7599-41AE-91C3-6A75AFF9A71C}","OTR","PT2",7/15/2019 0:00:00,12/30/1899 8:03:00,0,,22.30,1.20,5.20,60.00,24.00,2350,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{ABC4D7CC-6590-4747-9B6B-631852E4C747}","OTR","GY3",11/13/2019 0:00:00,12/30/1899 12:06:00,0,,14.80,7.40,8.60,89.00,36.00,12766,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{ABFBEB45-6F97-475B-BECA-BC0E53FC3969}","OTR","CO1",2/18/2019 0:00:00,12/30/1899 12:26:00,0,,9.20,1.00,8.60,74.00,22.00,1883,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{AC5E5748-2E4C-4A4D-A961-D5196AD45C76}","OTR","CO1",6/18/2019 0:00:00,12/30/1899 8:11:00,0,,21.40,0.80,4.30,50.00,14.00,1665,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{AD0C4C17-33D4-40C6-B4FB-E9E50752ACAC}","BSEIN","DV2",2/19/2019 0:00:00,12/30/1899 9:40:00,0,,9.00,1.00,9.00,78.00,27.00,1895,"incoming","taorear","P",20.00,10.00,1.05,,,,,,,
"{AD9C4DF8-FB05-4A7A-8CC8-352E619289F7}","OTR","MZ1",6/18/2019 0:00:00,12/30/1899 12:13:00,0,,21.40,0.10,8.10,92.00,51.00,143,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{ADE4B748-5121-4700-B421-7B92BB831C92}","OTR","BY1",2/20/2019 0:00:00,12/30/1899 13:00:00,0,,11.00,0.70,8.10,74.00,26.00,1407,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{AE689995-DC11-495F-B289-CF27004AC803}","OTR","MZ2",11/14/2019 0:00:00,12/30/1899 10:48:00,0,,14.70,3.20,8.50,85.00,48.00,5806,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{AE69C5A9-85A1-43BA-B875-E38778D5829F}","BSEIN","SU1",7/15/2019 0:00:00,12/30/1899 12:16:00,0,,21.60,1.20,6.90,81.00,17.00,2341,"incoming","taorear","P",20.00,10.00,0.65,,,,,,,
"{AF02E10F-38C6-40B9-BC4F-441579DB65B3}","OTR","NS1",6/17/2019 0:00:00,12/30/1899 11:40:00,0,,22.20,0.80,5.90,67.00,18.00,1516,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{AFD47679-9958-45A5-B0B0-7B30D3F12C16}","OTR","MZ2",3/18/2019 0:00:00,12/30/1899 10:25:00,0,,12.90,0.20,9.40,89.00,35.00,340,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{B18298AE-E1CA-4E7B-822D-6A9ADC702AD8}","BSEIN","SU1",2/20/2019 0:00:00,12/30/1899 9:30:00,0,,9.60,0.70,8.10,72.00,20.00,1378,"low","taorear","P",20.00,10.00,0.63,,,,,,,
"{B1D64A43-4623-4346-8763-7B883F7104AD}","OTR","SU1",7/15/2019 0:00:00,12/30/1899 13:44:00,0,,21.60,1.20,6.90,81.00,17.00,2341,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{B2B05A98-91F5-47E4-8F87-4D39C5F9CD55}","BSEIN","MZ6",11/14/2019 0:00:00,12/30/1899 8:45:00,0,,14.70,4.60,7.40,74.00,36.00,8217,"outgoing","taorear","P",20.00,10.00,,,,,,,,
"{B2CFA729-6D79-444C-97B2-532F8670F3E2}","OTR","MZ6",8/22/2019 0:00:00,12/30/1899 14:01:00,0,,24.30,3.00,6.90,84.00,59.00,5545,"outgoing","taorear",,20.00,10.00,,,10.00,,,,,
"{B2F13F66-CA67-4324-9306-7BA83186A966}","OTR","GY2",7/18/2019 0:00:00,12/30/1899 10:49:00,0,,22.10,3.70,4.20,51.00,23.00,6800,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{B4236379-4BD1-4E44-8650-60B9A03C669B}","OTR","SU3",11/13/2019 0:00:00,12/30/1899 13:30:00,0,,15.00,7.50,8.90,92.00,59.00,12999,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{B5657993-EC64-47FB-96D3-F18C64DF46D6}","OTR","BY3",6/19/2019 0:00:00,12/30/1899 9:32:00,0,,22.70,0.90,4.90,56.00,25.00,1718,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{B604D5D7-40B0-4E71-B27C-F2F763FB323B}","BSEIN","DV2",9/18/2019 0:00:00,12/30/1899 12:24:00,0,,21.20,3.60,7.70,88.00,34.00,6500,"low","taorear","P",20.00,10.00,0.98,,,,,,,
"{B61E8547-FF1A-4CAB-BEDC-4E690EB2E4DA}","OTR","DV2",3/19/2019 0:00:00,12/30/1899 11:03:00,0,,15.70,1.10,5.20,53.00,29.00,2215,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{B6664454-EC1E-4A60-A296-5DF3CA179D0E}","OTR","MZ6",6/18/2019 0:00:00,12/30/1899 15:55:00,0,,23.10,0.40,6.90,80.00,17.00,752,"incoming","taorear",,20.00,10.00,,,10.00,,,,,
"{B673FA1E-0850-4E0F-9A69-E39BD1DE7F93}","OTR","NS1",9/18/2019 0:00:00,12/30/1899 10:21:00,0,,20.60,3.60,7.20,82.00,40.00,6497,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{B6A1C02D-4DE8-4A16-87EC-71D5D6B234DB}","OTR","DV1",4/24/2019 0:00:00,12/30/1899 8:00:00,0,,22.50,1.10,4.60,54.00,24.00,2192,"outgoing","taorear",,20.00,10.00,,,5.00,,,,,
"{B927CA53-0BF2-48F7-AA60-24D925230596}","BSEIN","DV2",7/16/2019 0:00:00,12/30/1899 10:20:00,0,,23.10,1.10,5.90,71.00,19.00,2199,"low","taorear","P",20.00,10.00,0.88,,,,,,,
"{BA2B98C5-9CBE-4984-87F5-61DE17826A92}","BSEIN","MZ6",11/14/2019 0:00:00,12/30/1899 8:53:00,0,,14.70,4.60,7.40,74.00,36.00,8217,"outgoing","taorear","P",20.00,10.00,0.85,,,,,,,
"{BB1B2849-A702-4A95-B615-8113F76EC0DF}","BSEIN","SU1",7/15/2019 0:00:00,12/30/1899 11:46:00,0,,21.60,1.20,6.90,81.00,17.00,2341,"incoming","taorear","J",20.00,10.00,0.43,,,,,,,
"{BD42C26C-C1CB-4598-9146-A04ACBCDD0AF}","OTR","NS2",6/17/2019 0:00:00,12/30/1899 12:55:00,0,,21.80,0.40,6.60,76.00,17.00,855,"incoming","taorear",,20.00,10.00,,,5.00,,,,,
"{BDC9C07D-BF54-4610-B17C-6C2DF31A34C5}","BSEIN","MZ6",2/18/2019 0:00:00,12/30/1899 8:40:00,0,,9.20,0.10,9.60,83.00,26.00,311,"incoming","taorear","P",20.00,10.00,1.05,,,,,,,
