"SeineRowID","SampleRowID","SeineDirectionCode","SeineLength","SeineWidth","SeineDepth","SeineComments"
"{0802B566-5CCE-11D4-B974-006008C01BCF}","{AECF7BC5-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B567-5CCE-11D4-B974-006008C01BCF}","{AECF7BC7-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B568-5CCE-11D4-B974-006008C01BCF}","{AECF7BC8-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B569-5CCE-11D4-B974-006008C01BCF}","{AECF7BC9-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B56A-5CCE-11D4-B974-006008C01BCF}","{AECF7BCA-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B56B-5CCE-11D4-B974-006008C01BCF}","{AECF7E70-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B56C-5CCE-11D4-B974-006008C01BCF}","{AECF7E71-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B56D-5CCE-11D4-B974-006008C01BCF}","{AECF7E72-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B56E-5CCE-11D4-B974-006008C01BCF}","{AECF7E73-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B56F-5CCE-11D4-B974-006008C01BCF}","{AECF7E74-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B570-5CCE-11D4-B974-006008C01BCF}","{AECF7E75-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B571-5CCE-11D4-B974-006008C01BCF}","{AECF7E76-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B572-5CCE-11D4-B974-006008C01BCF}","{AECF7E77-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B573-5CCE-11D4-B974-006008C01BCF}","{AECF7E78-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B574-5CCE-11D4-B974-006008C01BCF}","{AECF7E79-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B575-5CCE-11D4-B974-006008C01BCF}","{AECF7E7A-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B576-5CCE-11D4-B974-006008C01BCF}","{AECF7E7B-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B577-5CCE-11D4-B974-006008C01BCF}","{AECF7E7C-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B578-5CCE-11D4-B974-006008C01BCF}","{AECF7E7D-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B579-5CCE-11D4-B974-006008C01BCF}","{AECF7E7E-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B57A-5CCE-11D4-B974-006008C01BCF}","{AECF7E7F-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B57B-5CCE-11D4-B974-006008C01BCF}","{AECF7E80-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B57C-5CCE-11D4-B974-006008C01BCF}","{AECF7E81-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B57D-5CCE-11D4-B974-006008C01BCF}","{AECF7E82-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B57E-5CCE-11D4-B974-006008C01BCF}","{AECF7E83-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B57F-5CCE-11D4-B974-006008C01BCF}","{AECF7EC5-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B580-5CCE-11D4-B974-006008C01BCF}","{AECF7EC6-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B581-5CCE-11D4-B974-006008C01BCF}","{AECF7EC7-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B582-5CCE-11D4-B974-006008C01BCF}","{AECF7EC8-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B583-5CCE-11D4-B974-006008C01BCF}","{AECF7EC9-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B584-5CCE-11D4-B974-006008C01BCF}","{AECF7ECE-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B585-5CCE-11D4-B974-006008C01BCF}","{AECF7ECF-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B586-5CCE-11D4-B974-006008C01BCF}","{AECF7ED0-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B587-5CCE-11D4-B974-006008C01BCF}","{AECF7ED1-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B588-5CCE-11D4-B974-006008C01BCF}","{AECF7ED2-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B589-5CCE-11D4-B974-006008C01BCF}","{AECF7ED3-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B58A-5CCE-11D4-B974-006008C01BCF}","{AECF7ED4-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B58B-5CCE-11D4-B974-006008C01BCF}","{AECF7ED5-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B58C-5CCE-11D4-B974-006008C01BCF}","{AECF7ED6-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B58D-5CCE-11D4-B974-006008C01BCF}","{AECF7ED7-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B58E-5CCE-11D4-B974-006008C01BCF}","{AECF7ED8-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B58F-5CCE-11D4-B974-006008C01BCF}","{AECF7ED9-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B590-5CCE-11D4-B974-006008C01BCF}","{AECF7EDA-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B591-5CCE-11D4-B974-006008C01BCF}","{AECF7EDB-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B592-5CCE-11D4-B974-006008C01BCF}","{AECF7EE1-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B593-5CCE-11D4-B974-006008C01BCF}","{AECF7EF3-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B594-5CCE-11D4-B974-006008C01BCF}","{AECF7EF4-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B595-5CCE-11D4-B974-006008C01BCF}","{AECF7EF5-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B596-5CCE-11D4-B974-006008C01BCF}","{AECF7EF6-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B597-5CCE-11D4-B974-006008C01BCF}","{AECF7EF7-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B598-5CCE-11D4-B974-006008C01BCF}","{AECF7EF8-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B599-5CCE-11D4-B974-006008C01BCF}","{AECF7F0F-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B59A-5CCE-11D4-B974-006008C01BCF}","{AECF7F10-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B59B-5CCE-11D4-B974-006008C01BCF}","{AECF7F11-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B59C-5CCE-11D4-B974-006008C01BCF}","{AECF7F12-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B59D-5CCE-11D4-B974-006008C01BCF}","{AECF7F13-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B59E-5CCE-11D4-B974-006008C01BCF}","{AECF7F14-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B59F-5CCE-11D4-B974-006008C01BCF}","{AECF7F15-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5A0-5CCE-11D4-B974-006008C01BCF}","{AECF7F48-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5A1-5CCE-11D4-B974-006008C01BCF}","{AECF7F49-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5A2-5CCE-11D4-B974-006008C01BCF}","{AECF7F4A-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5A3-5CCE-11D4-B974-006008C01BCF}","{AECF7F4B-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5A4-5CCE-11D4-B974-006008C01BCF}","{AECF7F4C-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5A5-5CCE-11D4-B974-006008C01BCF}","{AECF7F4D-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5A6-5CCE-11D4-B974-006008C01BCF}","{AECF7F4E-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5A7-5CCE-11D4-B974-006008C01BCF}","{AECF7F4F-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5A8-5CCE-11D4-B974-006008C01BCF}","{AECF7F50-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5A9-5CCE-11D4-B974-006008C01BCF}","{AECF7F51-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5AA-5CCE-11D4-B974-006008C01BCF}","{AECF7F52-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5AB-5CCE-11D4-B974-006008C01BCF}","{AECF7F53-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5AC-5CCE-11D4-B974-006008C01BCF}","{AECF7F54-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5AD-5CCE-11D4-B974-006008C01BCF}","{AECF7F55-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5AE-5CCE-11D4-B974-006008C01BCF}","{AECF7F64-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5AF-5CCE-11D4-B974-006008C01BCF}","{AECF7F65-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5B0-5CCE-11D4-B974-006008C01BCF}","{AECF7F66-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5B1-5CCE-11D4-B974-006008C01BCF}","{AECF7F67-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5B2-5CCE-11D4-B974-006008C01BCF}","{AECF7F68-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5B3-5CCE-11D4-B974-006008C01BCF}","{AECF7F69-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5B4-5CCE-11D4-B974-006008C01BCF}","{AECF7F6A-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5B5-5CCE-11D4-B974-006008C01BCF}","{AECF7F79-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5B6-5CCE-11D4-B974-006008C01BCF}","{AECF7F7A-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5B7-5CCE-11D4-B974-006008C01BCF}","{AECF7F7B-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5B8-5CCE-11D4-B974-006008C01BCF}","{AECF7F7C-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5B9-5CCE-11D4-B974-006008C01BCF}","{AECF7F7D-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5BA-5CCE-11D4-B974-006008C01BCF}","{AECF7F7E-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5BB-5CCE-11D4-B974-006008C01BCF}","{AECF7F7F-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5BC-5CCE-11D4-B974-006008C01BCF}","{AECF7F9A-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5BD-5CCE-11D4-B974-006008C01BCF}","{AECF7F9B-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5BE-5CCE-11D4-B974-006008C01BCF}","{AECF7F9C-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5BF-5CCE-11D4-B974-006008C01BCF}","{AECF7F9D-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5C0-5CCE-11D4-B974-006008C01BCF}","{AECF7F9E-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5C1-5CCE-11D4-B974-006008C01BCF}","{AECF7F9F-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5C2-5CCE-11D4-B974-006008C01BCF}","{AECF7FA0-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5C3-5CCE-11D4-B974-006008C01BCF}","{AECF7FB6-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5C4-5CCE-11D4-B974-006008C01BCF}","{AECF7FB7-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5C5-5CCE-11D4-B974-006008C01BCF}","{AECF7FB8-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,"crangon abundant, maeotis present"
"{0802B5C6-5CCE-11D4-B974-006008C01BCF}","{AECF7FB9-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,"Deformed peduncle on 3 ISS"
"{0802B5C7-5CCE-11D4-B974-006008C01BCF}","{AECF7FBA-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5C8-5CCE-11D4-B974-006008C01BCF}","{AECF7FBB-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5C9-5CCE-11D4-B974-006008C01BCF}","{AECF7FBC-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5CA-5CCE-11D4-B974-006008C01BCF}","{AECF7FD2-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5CB-5CCE-11D4-B974-006008C01BCF}","{AECF7FD3-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5CC-5CCE-11D4-B974-006008C01BCF}","{AECF7FD4-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5CD-5CCE-11D4-B974-006008C01BCF}","{AECF7FD5-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,"yfg with large tumor on side near dorsal fin"
"{0802B5CE-5CCE-11D4-B974-006008C01BCF}","{AECF7FD6-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5CF-5CCE-11D4-B974-006008C01BCF}","{AECF7FD7-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5D0-5CCE-11D4-B974-006008C01BCF}","{AECF7FD8-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5D1-5CCE-11D4-B974-006008C01BCF}","{AECF7FEE-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5D2-5CCE-11D4-B974-006008C01BCF}","{AECF7FEF-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5D3-5CCE-11D4-B974-006008C01BCF}","{AECF7FF0-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5D4-5CCE-11D4-B974-006008C01BCF}","{AECF7FF1-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5D5-5CCE-11D4-B974-006008C01BCF}","{AECF7FF2-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5D6-5CCE-11D4-B974-006008C01BCF}","{AECF7FF3-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5D7-5CCE-11D4-B974-006008C01BCF}","{AECF7FF4-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5D8-5CCE-11D4-B974-006008C01BCF}","{AECF6CF2-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5D9-5CCE-11D4-B974-006008C01BCF}","{AECF6CF3-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5DA-5CCE-11D4-B974-006008C01BCF}","{AECF6CF5-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5DB-5CCE-11D4-B974-006008C01BCF}","{AECF6CF6-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5DC-5CCE-11D4-B974-006008C01BCF}","{AECF6CF7-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5DD-5CCE-11D4-B974-006008C01BCF}","{AECF6CF8-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5DE-5CCE-11D4-B974-006008C01BCF}","{AECF6CFA-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5DF-5CCE-11D4-B974-006008C01BCF}","{AECF6CFB-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5E0-5CCE-11D4-B974-006008C01BCF}","{AECF6CFC-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5E1-5CCE-11D4-B974-006008C01BCF}","{AECF6CFD-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5E2-5CCE-11D4-B974-006008C01BCF}","{AECF6CFF-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5E3-5CCE-11D4-B974-006008C01BCF}","{AECF6D00-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5E4-5CCE-11D4-B974-006008C01BCF}","{AECF6D01-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5E5-5CCE-11D4-B974-006008C01BCF}","{AECF6D02-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5E6-5CCE-11D4-B974-006008C01BCF}","{AECF6D03-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5E7-5CCE-11D4-B974-006008C01BCF}","{AECF6D04-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5E8-5CCE-11D4-B974-006008C01BCF}","{AECF6D05-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5E9-5CCE-11D4-B974-006008C01BCF}","{AECF6D06-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5EA-5CCE-11D4-B974-006008C01BCF}","{AECF6D07-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5EB-5CCE-11D4-B974-006008C01BCF}","{AECF6D08-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5EC-5CCE-11D4-B974-006008C01BCF}","{AECF6D09-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5ED-5CCE-11D4-B974-006008C01BCF}","{AECF6D0A-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5EE-5CCE-11D4-B974-006008C01BCF}","{AECF6D0B-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5EF-5CCE-11D4-B974-006008C01BCF}","{AECF6D0C-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5F0-5CCE-11D4-B974-006008C01BCF}","{AECF6D0D-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5F1-5CCE-11D4-B974-006008C01BCF}","{AECF6D0E-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5F2-5CCE-11D4-B974-006008C01BCF}","{AECF6D0F-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5F3-5CCE-11D4-B974-006008C01BCF}","{AECF6D10-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5F4-5CCE-11D4-B974-006008C01BCF}","{AECF6D11-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5F5-5CCE-11D4-B974-006008C01BCF}","{AECF6D12-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5F6-5CCE-11D4-B974-006008C01BCF}","{AECF6D13-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5F7-5CCE-11D4-B974-006008C01BCF}","{AECF6D14-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5F8-5CCE-11D4-B974-006008C01BCF}","{AECF6D15-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5F9-5CCE-11D4-B974-006008C01BCF}","{AECF6D16-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5FA-5CCE-11D4-B974-006008C01BCF}","{AECF6D17-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5FB-5CCE-11D4-B974-006008C01BCF}","{AECF6D18-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5FC-5CCE-11D4-B974-006008C01BCF}","{AECF6D19-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B5FD-5CCE-11D4-B974-006008C01BCF}","{AECF6D1A-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B5FE-5CCE-11D4-B974-006008C01BCF}","{AECF6D1B-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B5FF-5CCE-11D4-B974-006008C01BCF}","{AECF6D1C-5BD4-11D4-B974-006008C01BCF}",,20.00,10.00,,
"{0802B600-5CCE-11D4-B974-006008C01BCF}","{AECF6D1D-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B601-5CCE-11D4-B974-006008C01BCF}","{AECF6D1E-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B602-5CCE-11D4-B974-006008C01BCF}","{AECF6D1F-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B603-5CCE-11D4-B974-006008C01BCF}","{AECF6D20-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B604-5CCE-11D4-B974-006008C01BCF}","{AECF6D21-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B605-5CCE-11D4-B974-006008C01BCF}","{AECF6D22-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B606-5CCE-11D4-B974-006008C01BCF}","{AECF6D23-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B607-5CCE-11D4-B974-006008C01BCF}","{AECF6D24-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B608-5CCE-11D4-B974-006008C01BCF}","{AECF6D25-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B609-5CCE-11D4-B974-006008C01BCF}","{AECF6D26-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B60A-5CCE-11D4-B974-006008C01BCF}","{AECF6D27-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B60B-5CCE-11D4-B974-006008C01BCF}","{AECF6D28-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B60C-5CCE-11D4-B974-006008C01BCF}","{AECF6D29-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B60D-5CCE-11D4-B974-006008C01BCF}","{AECF6D2A-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B60E-5CCE-11D4-B974-006008C01BCF}","{AECF6D2B-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B60F-5CCE-11D4-B974-006008C01BCF}","{AECF6D2C-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B610-5CCE-11D4-B974-006008C01BCF}","{AECF6D30-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B611-5CCE-11D4-B974-006008C01BCF}","{AECF6D31-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B612-5CCE-11D4-B974-006008C01BCF}","{AECF6D32-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B613-5CCE-11D4-B974-006008C01BCF}","{AECF6D34-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B614-5CCE-11D4-B974-006008C01BCF}","{AECF6D35-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B615-5CCE-11D4-B974-006008C01BCF}","{AECF6D36-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B616-5CCE-11D4-B974-006008C01BCF}","{AECF6D38-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B617-5CCE-11D4-B974-006008C01BCF}","{AECF6D39-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B618-5CCE-11D4-B974-006008C01BCF}","{AECF6D3A-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B619-5CCE-11D4-B974-006008C01BCF}","{AECF6D3C-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B61A-5CCE-11D4-B974-006008C01BCF}","{AECF6D3D-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B61B-5CCE-11D4-B974-006008C01BCF}","{AECF6D3E-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B61C-5CCE-11D4-B974-006008C01BCF}","{AECF6D3F-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B61D-5CCE-11D4-B974-006008C01BCF}","{AECF6D40-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B61E-5CCE-11D4-B974-006008C01BCF}","{AECF6D41-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B61F-5CCE-11D4-B974-006008C01BCF}","{AECF6D43-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B620-5CCE-11D4-B974-006008C01BCF}","{AECF6D44-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B621-5CCE-11D4-B974-006008C01BCF}","{AECF6D45-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B622-5CCE-11D4-B974-006008C01BCF}","{AECF6D47-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B623-5CCE-11D4-B974-006008C01BCF}","{AECF6D48-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B624-5CCE-11D4-B974-006008C01BCF}","{AECF6D49-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B625-5CCE-11D4-B974-006008C01BCF}","{AECF6D4B-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B626-5CCE-11D4-B974-006008C01BCF}","{AECF6D4C-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B627-5CCE-11D4-B974-006008C01BCF}","{AECF6D4D-5BD4-11D4-B974-006008C01BCF}","J",20.00,10.00,,
"{0802B628-5CCE-11D4-B974-006008C01BCF}","{AECF6D51-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
"{0802B629-5CCE-11D4-B974-006008C01BCF}","{AECF6D52-5BD4-11D4-B974-006008C01BCF}","P",20.00,10.00,,
